State_Name,Year,District,Total_Count,Amount
Uttar Pradesh,2023,hapur district,37384267,53899009559.0
Uttar Pradesh,2023,hardoi district,22862953,40424937232.0
Uttar Pradesh,2023,hathras district,23431631,37376599810.0
Uttar Pradesh,2023,jalaun district,23656422,39092741481.0
Uttar Pradesh,2023,jaunpur district,51470128,86530943790.0
Uttar Pradesh,2023,jhansi district,53774852,88206191614.0
Uttar Pradesh,2023,kannauj district,19508245,29634479029.0
Uttar Pradesh,2023,kanpur dehat district,17868633,31722395189.0
Uttar Pradesh,2023,kanpur nagar district,98465898,154120021513.0
Uttar Pradesh,2023,kasganj district,14731046,23794335310.0
Uttar Pradesh,2023,kaushambi district,9878304,18567675893.0
Uttar Pradesh,2023,kheri district,26697633,41199295317.0
Uttar Pradesh,2023,kushinagar district,53799366,93984310741.0
Uttar Pradesh,2023,lalitpur district,19022147,26065900131.0
Uttar Pradesh,2023,lucknow district,227027415,288040877608.0
Uttar Pradesh,2023,maharajganj district,27379458,49759300870.0
Uttar Pradesh,2023,mahoba district,11452695,17426009091.0
Uttar Pradesh,2023,mainpuri district,26566775,41206419187.0
Uttar Pradesh,2023,mathura district,82432710,120421764284.0
Uttar Pradesh,2023,mau district,26716345,41680979001.0
Uttar Pradesh,2023,meerut district,90222412,144095061394.0
Uttar Pradesh,2023,mirzapur district,24182624,43366077776.0
Uttar Pradesh,2023,moradabad district,55223374,97484412165.0
Uttar Pradesh,2023,muzaffarnagar district,55183687,86407382681.0
Uttar Pradesh,2023,pilibhit district,17027611,28750849073.0
Uttar Pradesh,2023,pratapgarh district,31376028,51828501639.0
Uttar Pradesh,2023,prayagraj district,122217607,160786911368.0
Uttar Pradesh,2023,rae bareli district,20759557,34644297019.0
Uttar Pradesh,2023,rampur district,28991890,52652257215.0
Uttar Pradesh,2023,saharanpur district,73731823,119178661421.0
Uttar Pradesh,2023,sambhal district,25668172,47133588212.0
Uttar Pradesh,2023,sant kabeer nagar district,17642086,33951994520.0
Uttar Pradesh,2023,shahjahanpur district,22712308,39999568204.0
Uttar Pradesh,2023,shamli district,26142207,40383104572.0
Uttar Pradesh,2023,shravasti district,4855202,8701357305.0
Uttar Pradesh,2023,siddharthnagar district,28747217,55344450108.0
Uttar Pradesh,2023,sitapur district,23327840,38676223235.0
Uttar Pradesh,2023,sonbhadra district,32632016,50823574453.0
Uttar Pradesh,2023,sultanpur district,25665600,41891152447.0
Uttar Pradesh,2023,unnao district,20179585,35583368594.0
Uttar Pradesh,2023,varanasi district,97514075,148987180200.0
Uttarakhand,2018,almora district,188035,266955048.89990127
Uttarakhand,2018,bageshwar district,60482,84857658.76358636
Uttarakhand,2018,chamoli district,111521,209179919.44611424
Uttarakhand,2018,champawat district,79185,124710324.49916893
Uttarakhand,2018,dehradun district,2214366,4521952385.850071
Uttarakhand,2018,haridwar district,2014257,3315136711.678273
Uttarakhand,2018,nainital district,678384,1045406051.7568964
Uttarakhand,2018,pauri garhwal district,349704,531846643.1287739
Uttarakhand,2018,pithoragarh district,142204,258271765.57311553
Uttarakhand,2018,rudraprayag district,69750,119173078.53978074
Uttarakhand,2018,tehri garhwal district,194692,376789466.9370507
Uttarakhand,2018,udham singh nagar district,2169914,2547832038.292505
Uttarakhand,2018,uttarkashi district,86206,167034821.532064
Uttarakhand,2019,almora district,451997,692621643.6427089
Uttarakhand,2019,bageshwar district,140375,218805039.12847233
Uttarakhand,2019,chamoli district,321525,623380179.3958173
Uttarakhand,2019,champawat district,194534,336591271.6712022
Uttarakhand,2019,dehradun district,8152466,14285447041.36816
Uttarakhand,2019,haridwar district,5592275,9000535388.192389
Uttarakhand,2019,nainital district,1634838,2812140510.35781
Uttarakhand,2019,pauri garhwal district,822986,1365297611.847061
Uttarakhand,2019,pithoragarh district,354675,644275396.1363162
Uttarakhand,2019,rudraprayag district,199945,376901452.5204678
Uttarakhand,2019,tehri garhwal district,533806,1051508870.2658405
Uttarakhand,2019,udham singh nagar district,4784938,6164566383.281449
Uttarakhand,2019,uttarkashi district,247508,502729613.5528634
Uttarakhand,2020,almora district,1184083,1704516127.1557124
Uttarakhand,2020,bageshwar district,438443,602786731.0026954
Uttarakhand,2020,chamoli district,857136,1483168700.538206
Uttarakhand,2020,champawat district,494558,832895845.0276719
Uttarakhand,2020,dehradun district,20036605,37620585962.874435
Uttarakhand,2020,haridwar district,8952983,15704319797.402683
Uttarakhand,2020,nainital district,3755458,6928920458.329187
Uttarakhand,2020,pauri garhwal district,1728493,2778107765.0481887
Uttarakhand,2020,pithoragarh district,905367,1605686941.2321515
Uttarakhand,2020,rudraprayag district,528874,884220852.9391828
Uttarakhand,2020,tehri garhwal district,1389197,2309704804.173279
Uttarakhand,2020,udham singh nagar district,6684886,12512071687.731411
Uttarakhand,2020,uttarkashi district,655677,1181532584.7506561
Uttarakhand,2021,almora district,1971766,3450785084.6337323
Uttarakhand,2021,bageshwar district,749614,1297687504.5927157
Uttarakhand,2021,chamoli district,1384462,2801839684.817279
Uttarakhand,2021,champawat district,858898,1738042923.767117
Uttarakhand,2021,dehradun district,56957256,89162722903.21812
Uttarakhand,2021,haridwar district,20261475,34341903087.571743
Uttarakhand,2021,nainital district,9548418,17394144062.943447
Uttarakhand,2021,pauri garhwal district,3631394,6065330081.758841
Uttarakhand,2021,pithoragarh district,1533474,3132721816.8608456
Uttarakhand,2021,rudraprayag district,832690,1695973889.5066895
Uttarakhand,2021,tehri garhwal district,2735941,4777607585.099395
Uttarakhand,2021,udham singh nagar district,14453730,25917907298.129395
Uttarakhand,2021,uttarkashi district,1093280,2177946294.8226175
Uttarakhand,2022,almora district,3405452,5490066190.367473
Uttarakhand,2022,bageshwar district,1236751,2022429391.8951178
Uttarakhand,2022,chamoli district,3049608,5602550417.247055
Uttarakhand,2022,champawat district,1626789,2917887754.556254
Uttarakhand,2022,dehradun district,122757299,175238812692.09735
Uttarakhand,2022,haridwar district,44280584,66249849261.051575
Uttarakhand,2022,nainital district,17579588,28133140981.143364
Uttarakhand,2022,pauri garhwal district,6940711,10500574349.274576
Uttarakhand,2022,pithoragarh district,3003711,5315680868.897594
Uttarakhand,2022,rudraprayag district,1841039,3828689019.2472496
Uttarakhand,2022,tehri garhwal district,5232766,8134185109.2324915
Uttarakhand,2022,udham singh nagar district,31745115,50226678969.50715
Uttarakhand,2022,uttarkashi district,2008636,3768915290.6137466
Uttarakhand,2023,almora district,5249432,7290593175.0
Uttarakhand,2023,bageshwar district,1941707,2660044043.0
Uttarakhand,2023,chamoli district,4484837,6904097909.0
Uttarakhand,2023,champawat district,2806517,4161255820.0
Uttarakhand,2023,dehradun district,99735078,114780630155.0
Uttarakhand,2023,haridwar district,69670055,91283148486.0
Uttarakhand,2023,nainital district,23911419,32508327107.0
Uttarakhand,2023,pauri garhwal district,10237250,13279432260.0
Uttarakhand,2023,pithoragarh district,4667584,6691165617.0
Uttarakhand,2023,rudraprayag district,3925817,6628248734.0
Uttarakhand,2023,tehri garhwal district,8895235,11799519097.0
Uttarakhand,2023,udham singh nagar district,49517556,66558320249.0
Uttarakhand,2023,uttarkashi district,3386089,5470395452.0
West Bengal,2018,alipurduar district,567429,777346208.303959
West Bengal,2018,bankura district,7980077,3761866396.937619
West Bengal,2018,birbhum district,15606755,19245195127.918396
West Bengal,2018,dakshin dinajpur district,2069038,1018824758.6470242
West Bengal,2018,darjiling district,857876,1575253064.5561528
West Bengal,2018,hooghly district,5737808,4237577866.3324695
West Bengal,2018,howrah district,3644687,3798164604.7272387
West Bengal,2018,jalpaiguri district,888020,1104197652.8350725
West Bengal,2018,jhargram district,1002427,530495026.4844712
West Bengal,2018,kalimpong district,44220,89971646.98635422
West Bengal,2018,koch bihar district,1384661,1227891757.2653432
West Bengal,2018,kolkata district,14679383,21628916825.87825
West Bengal,2018,maldah district,4329211,4044669632.7954707
West Bengal,2018,murshidabad district,9021522,6001975631.433273
West Bengal,2018,nadia district,6616361,4565053351.155987
West Bengal,2018,north twenty four parganas district,12623543,13444739239.487125
West Bengal,2018,paschim bardhaman district,5069742,4010702822.523695
West Bengal,2018,paschim medinipur district,5361363,4099528200.264098
West Bengal,2018,purba bardhaman district,6247113,3678658932.147174
West Bengal,2018,purba medinipur district,5611731,5099140233.421791
West Bengal,2018,purulia district,4192828,1944932928.249734
West Bengal,2018,south twenty four parganas district,4751059,4124143647.3413405
West Bengal,2018,uttar dinajpur district,1724781,1579469861.5342364
West Bengal,2019,alipurduar district,998880,1856839535.898727
West Bengal,2019,bankura district,11165930,5095314187.051241
West Bengal,2019,birbhum district,12499689,10390719042.809889
West Bengal,2019,dakshin dinajpur district,2369163,1825487270.8275867
West Bengal,2019,darjiling district,5129603,7225148941.941994
West Bengal,2019,hooghly district,13099483,11340134946.06525
West Bengal,2019,howrah district,8655694,10011730152.21006
West Bengal,2019,jalpaiguri district,1647284,2784634321.865502
West Bengal,2019,jhargram district,1439259,922257685.5910137
West Bengal,2019,kalimpong district,143866,293008488.32482064
West Bengal,2019,koch bihar district,2254455,3267593598.7684035
West Bengal,2019,kolkata district,61291479,77520743688.39175
West Bengal,2019,maldah district,7216339,9237669395.384434
West Bengal,2019,murshidabad district,14965007,12868544137.110102
West Bengal,2019,nadia district,9990645,9325959595.079021
West Bengal,2019,north twenty four parganas district,31416499,33713519735.77975
West Bengal,2019,paschim bardhaman district,11972354,11596934368.783318
West Bengal,2019,paschim medinipur district,10060782,8929516379.843126
West Bengal,2019,purba bardhaman district,21983040,18353936840.71988
West Bengal,2019,purba medinipur district,10657092,11738863098.540659
West Bengal,2019,purulia district,5536498,2574497988.6947513
West Bengal,2019,south twenty four parganas district,10720264,11241006006.82672
West Bengal,2019,uttar dinajpur district,2687285,3900447207.968954
West Bengal,2020,alipurduar district,2297391,4567444519.187732
West Bengal,2020,bankura district,8952161,10569458346.536907
West Bengal,2020,birbhum district,7763102,11400163579.671364
West Bengal,2020,dakshin dinajpur district,2575071,4270361789.5838165
West Bengal,2020,darjiling district,7260295,16945478146.277344
West Bengal,2020,hooghly district,16660289,25614928559.69967
West Bengal,2020,howrah district,17095478,32053754333.418404
West Bengal,2020,jalpaiguri district,3366416,6763883293.409646
West Bengal,2020,jhargram district,1673879,2296573030.2057347
West Bengal,2020,kalimpong district,371453,715644083.3142283
West Bengal,2020,koch bihar district,4388561,7837948424.390178
West Bengal,2020,kolkata district,73618565,157860100499.31802
West Bengal,2020,maldah district,8644671,19037679701.731945
West Bengal,2020,murshidabad district,15519197,30874576133.86974
West Bengal,2020,nadia district,13185557,23051344280.0125
West Bengal,2020,north twenty four parganas district,43853433,69021339889.05743
West Bengal,2020,paschim bardhaman district,12037863,19503733845.673058
West Bengal,2020,paschim medinipur district,12764620,21053746464.61787
West Bengal,2020,purba bardhaman district,10184861,15622360900.240412
West Bengal,2020,purba medinipur district,15342588,28805833889.32079
West Bengal,2020,purulia district,5015635,5823427710.129999
West Bengal,2020,south twenty four parganas district,16983144,28710873668.47535
West Bengal,2020,uttar dinajpur district,4668097,10330929200.940556
West Bengal,2021,alipurduar district,4780855,10677741608.836369
West Bengal,2021,bankura district,13801229,21830830864.651917
West Bengal,2021,birbhum district,13037103,25376265635.191944
West Bengal,2021,dakshin dinajpur district,4838512,10074122463.11609
West Bengal,2021,darjiling district,15487832,35113349729.24347
West Bengal,2021,hooghly district,28905015,55562731621.820076
West Bengal,2021,howrah district,57849396,105943527656.73294
West Bengal,2021,jalpaiguri district,6781174,15053254408.907713
West Bengal,2021,jhargram district,3046199,5404929199.532601
West Bengal,2021,kalimpong district,738304,1765298696.471717
West Bengal,2021,koch bihar district,9026613,19185308779.613243
West Bengal,2021,kolkata district,195758301,388417634006.1682
West Bengal,2021,maldah district,19300769,47269214006.81327
West Bengal,2021,murshidabad district,39728285,95951313050.96568
West Bengal,2021,nadia district,25567552,55554277020.42993
West Bengal,2021,north twenty four parganas district,83353888,150339647792.77005
West Bengal,2021,paschim bardhaman district,24047002,43010749378.579735
West Bengal,2021,paschim medinipur district,23377612,48347812464.08542
West Bengal,2021,purba bardhaman district,18023826,36404971122.71383
West Bengal,2021,purba medinipur district,29504429,70289474127.62177
West Bengal,2021,purulia district,9077733,13657083062.320095
West Bengal,2021,south twenty four parganas district,30405525,65068849869.908714
West Bengal,2021,uttar dinajpur district,10456883,26748735486.200527
West Bengal,2022,alipurduar district,12591700,26321170768.000507
West Bengal,2022,bankura district,25384931,46689528730.286674
West Bengal,2022,birbhum district,25872029,55505305956.38655
West Bengal,2022,dakshin dinajpur district,8555136,19295155045.79697
West Bengal,2022,darjiling district,32291761,68845255167.7644
West Bengal,2022,hooghly district,49637590,100423992188.73634
West Bengal,2022,howrah district,77839824,149613970736.46448
West Bengal,2022,jalpaiguri district,15198524,31747054227.616253
West Bengal,2022,jhargram district,5429494,10031779598.19466
West Bengal,2022,kalimpong district,1427458,3226509598.30132
West Bengal,2022,koch bihar district,20332150,39362188875.5844
West Bengal,2022,kolkata district,442825414,849910713054.7913
West Bengal,2022,maldah district,42217899,97080026081.80965
West Bengal,2022,murshidabad district,67334608,171602671379.4453
West Bengal,2022,nadia district,45904252,103930781101.74678
West Bengal,2022,north twenty four parganas district,160399311,284100083175.0169
West Bengal,2022,paschim bardhaman district,54127907,93307604805.6636
West Bengal,2022,paschim medinipur district,44317660,91650808404.23566
West Bengal,2022,purba bardhaman district,58658097,118950448828.95444
West Bengal,2022,purba medinipur district,52964886,126578037346.91481
West Bengal,2022,purulia district,17893536,26484561574.393147
West Bengal,2022,south twenty four parganas district,54896711,123680565631.84172
West Bengal,2022,uttar dinajpur district,22786340,54189162735.25763
West Bengal,2023,alipurduar district,18012719,32558316021.0
West Bengal,2023,bankura district,36101283,62077479944.0
West Bengal,2023,birbhum district,44987661,86381482158.0
West Bengal,2023,dakshin dinajpur district,15517617,31287710650.0
West Bengal,2023,darjiling district,38201880,68083816745.0
West Bengal,2023,hooghly district,83632525,155247725689.0
West Bengal,2023,howrah district,81974691,159350875745.0
West Bengal,2023,jalpaiguri district,25355536,44137012266.0
West Bengal,2023,jhargram district,9510684,15424775102.0
West Bengal,2023,kalimpong district,2350647,4384547441.0
West Bengal,2023,koch bihar district,38717384,64290097057.0
West Bengal,2023,kolkata district,206647917,353886695278.0
West Bengal,2023,maldah district,73314019,149554209916.0
West Bengal,2023,murshidabad district,106059305,240970986105.0
West Bengal,2023,nadia district,78508624,160233400694.0
West Bengal,2023,north twenty four parganas district,292875219,452807293280.0
