State_Name,Year,District,Total_Count
Chhattisgarh,2019,bijapur district,67561
Chhattisgarh,2019,bilaspur district,881389
Chhattisgarh,2019,dantewada district,87252
Chhattisgarh,2019,dhamtari district,214833
Chhattisgarh,2019,durg district,1092808
Chhattisgarh,2019,gariyaband district,123789
Chhattisgarh,2019,janjgir champa district,618868
Chhattisgarh,2019,jashpur district,174971
Chhattisgarh,2019,kabirdham district,181392
Chhattisgarh,2019,kanker district,182374
Chhattisgarh,2019,kondagaon district,98806
Chhattisgarh,2019,korba district,504772
Chhattisgarh,2019,korea district,200409
Chhattisgarh,2019,mahasamund district,275377
Chhattisgarh,2019,mungeli district,131610
Chhattisgarh,2019,narayanpur district,31469
Chhattisgarh,2019,raigarh district,655448
Chhattisgarh,2019,raipur district,1719194
Chhattisgarh,2019,rajnandgaon district,385100
Chhattisgarh,2019,sukma district,57567
Chhattisgarh,2019,surajpur district,189558
Chhattisgarh,2019,surguja district,301843
Chhattisgarh,2020,balod district,339328
Chhattisgarh,2020,baloda bazar district,567327
Chhattisgarh,2020,balrampur district,227403
Chhattisgarh,2020,bastar district,337320
Chhattisgarh,2020,bemetara district,283050
Chhattisgarh,2020,bijapur district,109050
Chhattisgarh,2020,bilaspur district,1334690
Chhattisgarh,2020,dantewada district,136686
Chhattisgarh,2020,dhamtari district,337305
Chhattisgarh,2020,durg district,1632107
Chhattisgarh,2020,gariyaband district,194257
Chhattisgarh,2020,janjgir champa district,961896
Chhattisgarh,2020,jashpur district,297836
Chhattisgarh,2020,kabirdham district,300077
Chhattisgarh,2020,kanker district,307690
Chhattisgarh,2020,kondagaon district,172047
Chhattisgarh,2020,korba district,778030
Chhattisgarh,2020,korea district,304790
Chhattisgarh,2020,mahasamund district,438965
Chhattisgarh,2020,mungeli district,221632
Chhattisgarh,2020,narayanpur district,52610
Chhattisgarh,2020,raigarh district,986080
Chhattisgarh,2020,raipur district,2598537
Chhattisgarh,2020,rajnandgaon district,625028
Chhattisgarh,2020,sukma district,92911
Chhattisgarh,2020,surajpur district,300702
Chhattisgarh,2020,surguja district,470778
Chhattisgarh,2021,balod district,479852
Chhattisgarh,2021,baloda bazar district,795729
Chhattisgarh,2021,balrampur district,333894
Chhattisgarh,2021,bastar district,483047
Chhattisgarh,2021,bemetara district,400629
Chhattisgarh,2021,bijapur district,156177
Chhattisgarh,2021,bilaspur district,1837131
Chhattisgarh,2021,dantewada district,193725
Chhattisgarh,2021,dhamtari district,473012
Chhattisgarh,2021,durg district,2202985
Chhattisgarh,2021,gariyaband district,277256
Chhattisgarh,2021,janjgir champa district,1339574
Chhattisgarh,2021,jashpur district,437074
Chhattisgarh,2021,kabirdham district,430726
Chhattisgarh,2021,kanker district,449572
Chhattisgarh,2021,kondagaon district,258952
Chhattisgarh,2021,korba district,1082286
Chhattisgarh,2021,korea district,431678
Chhattisgarh,2021,mahasamund district,624967
Chhattisgarh,2021,mungeli district,314663
Chhattisgarh,2021,narayanpur district,76528
Chhattisgarh,2021,raigarh district,1367970
Chhattisgarh,2021,raipur district,3553763
Chhattisgarh,2021,rajnandgaon district,896085
Chhattisgarh,2021,sukma district,133139
Chhattisgarh,2021,surajpur district,431004
Chhattisgarh,2021,surguja district,661753
Chhattisgarh,2022,balod district,604774
Chhattisgarh,2022,baloda bazar district,1013989
Chhattisgarh,2022,balrampur district,433426
Chhattisgarh,2022,bastar district,616195
Chhattisgarh,2022,bemetara district,511146
Chhattisgarh,2022,bijapur district,201734
Chhattisgarh,2022,bilaspur district,2322739
Chhattisgarh,2022,dantewada district,248187
Chhattisgarh,2022,dhamtari district,597464
Chhattisgarh,2022,durg district,2760049
Chhattisgarh,2022,gariyaband district,355576
Chhattisgarh,2022,janjgir champa district,1698197
Chhattisgarh,2022,jashpur district,566570
Chhattisgarh,2022,kabirdham district,552008
Chhattisgarh,2022,kanker district,578037
Chhattisgarh,2022,kondagaon district,335953
Chhattisgarh,2022,korba district,1372653
Chhattisgarh,2022,korea district,552664
Chhattisgarh,2022,mahasamund district,799092
Chhattisgarh,2022,mungeli district,400379
Chhattisgarh,2022,narayanpur district,98719
Chhattisgarh,2022,raigarh district,1745066
Chhattisgarh,2022,raipur district,4487556
Chhattisgarh,2022,rajnandgaon district,1140207
Chhattisgarh,2022,sukma district,172165
Chhattisgarh,2022,surajpur district,554011
Chhattisgarh,2022,surguja district,845813
Chhattisgarh,2023,balod district,526508
Chhattisgarh,2023,baloda bazar district,889546
Chhattisgarh,2023,balrampur district,381651
Chhattisgarh,2023,bastar district,539610
Chhattisgarh,2023,bemetara district,447073
Chhattisgarh,2023,bijapur district,177973
Chhattisgarh,2023,bilaspur district,2034558
Chhattisgarh,2023,dantewada district,217800
Chhattisgarh,2023,dhamtari district,521348
Chhattisgarh,2023,durg district,2410972
Chhattisgarh,2023,gariyaband district,311452
Chhattisgarh,2023,janjgir champa district,1493305
Chhattisgarh,2023,jashpur district,498417
Chhattisgarh,2023,kabirdham district,485690
Chhattisgarh,2023,kanker district,507240
Chhattisgarh,2023,kondagaon district,294242
Chhattisgarh,2023,korba district,1204308
Chhattisgarh,2023,korea district,485356
Chhattisgarh,2023,mahasamund district,700112
Chhattisgarh,2023,mungeli district,351462
Chhattisgarh,2023,narayanpur district,87108
Chhattisgarh,2023,raigarh district,1534339
Chhattisgarh,2023,raipur district,3929970
Chhattisgarh,2023,rajnandgaon district,996689
Chhattisgarh,2023,sukma district,152053
Chhattisgarh,2023,surajpur district,486486
Chhattisgarh,2023,surguja district,743877
Dadra and Nagar Haveli and Daman and Diu,2018,dadra and nagar haveli district,200572
Dadra and Nagar Haveli and Daman and Diu,2018,daman district,118541
Dadra and Nagar Haveli and Daman and Diu,2018,diu district,14221
Dadra and Nagar Haveli and Daman and Diu,2019,dadra and nagar haveli district,401503
Dadra and Nagar Haveli and Daman and Diu,2019,daman district,246422
Dadra and Nagar Haveli and Daman and Diu,2019,diu district,25714
Dadra and Nagar Haveli and Daman and Diu,2020,dadra and nagar haveli district,613873
Dadra and Nagar Haveli and Daman and Diu,2020,daman district,376964
Dadra and Nagar Haveli and Daman and Diu,2020,diu district,36912
Dadra and Nagar Haveli and Daman and Diu,2021,dadra and nagar haveli district,860619
Dadra and Nagar Haveli and Daman and Diu,2021,daman district,525768
Dadra and Nagar Haveli and Daman and Diu,2021,diu district,50840
Dadra and Nagar Haveli and Daman and Diu,2022,dadra and nagar haveli district,1109061
Dadra and Nagar Haveli and Daman and Diu,2022,daman district,674590
Dadra and Nagar Haveli and Daman and Diu,2022,diu district,64867
Dadra and Nagar Haveli and Daman and Diu,2023,dadra and nagar haveli district,984922
Dadra and Nagar Haveli and Daman and Diu,2023,daman district,598136
Dadra and Nagar Haveli and Daman and Diu,2023,diu district,56958
Delhi,2018,central district,1257213
Delhi,2018,east district,1044730
Delhi,2018,new delhi district,1328458
Delhi,2018,north district,1071008
Delhi,2018,north east district,598891
Delhi,2018,north west district,1391451
Delhi,2018,shahdara district,716877
Delhi,2018,south district,972580
Delhi,2018,south east delhi district,1572380
Delhi,2018,south west district,1106857
Delhi,2018,west district,1917942
Delhi,2019,central district,2496858
Delhi,2019,east district,2027297
Delhi,2019,new delhi district,2659476
Delhi,2019,north district,2103496
Delhi,2019,north east district,1260617
Delhi,2019,north west district,2700883
Delhi,2019,shahdara district,1479795
Delhi,2019,south district,1893264
Delhi,2019,south east delhi district,3125269
Delhi,2019,south west district,2159971
Delhi,2019,west district,3829954
Delhi,2020,central district,3438044
Delhi,2020,east district,2666047
Delhi,2020,new delhi district,3552770
Delhi,2020,north district,2943248
Delhi,2020,north east district,1842146
Delhi,2020,north west district,3657608
Delhi,2020,shahdara district,2093919
Delhi,2020,south district,2529310
Delhi,2020,south east delhi district,4222676
Delhi,2020,south west district,2864545
Delhi,2020,west district,5199165
Delhi,2021,central district,4588828
Delhi,2021,east district,3481022
Delhi,2021,new delhi district,4596893
Delhi,2021,north district,3957847
Delhi,2021,north east district,2522566
Delhi,2021,north west district,4858545
Delhi,2021,shahdara district,2827988
Delhi,2021,south district,3315339
Delhi,2021,south east delhi district,5585984
Delhi,2021,south west district,3764119
Delhi,2021,west district,6915966
Delhi,2022,central district,5790427
Delhi,2022,east district,4378546
Delhi,2022,new delhi district,5776141
Delhi,2022,north district,5024910
Delhi,2022,north east district,3205950
Delhi,2022,north west district,6146893
Delhi,2022,shahdara district,3577361
Delhi,2022,south district,4161325
Delhi,2022,south east delhi district,7041563
Delhi,2022,south west district,4743865
Delhi,2022,west district,8726031
Delhi,2023,central district,5074022
Delhi,2023,east district,3828965
Delhi,2023,new delhi district,5049493
Delhi,2023,north district,4417555
Delhi,2023,north east district,2827011
Delhi,2023,north west district,5396801
Delhi,2023,shahdara district,3140866
Delhi,2023,south district,3631830
Delhi,2023,south east delhi district,6169496
Delhi,2023,south west district,4152255
Delhi,2023,west district,7641973
Goa,2018,north goa district,350269
Goa,2018,south goa district,212993
Goa,2019,north goa district,738550
Goa,2019,south goa district,449282
Goa,2020,north goa district,1132516
Goa,2020,south goa district,692569
Goa,2021,north goa district,1564062
Goa,2021,south goa district,965715
Goa,2022,north goa district,1969375
Goa,2022,south goa district,1220064
Goa,2023,north goa district,1714841
Goa,2023,south goa district,1065195
Gujarat,2018,ahmadabad district,3456445
Gujarat,2018,amreli district,194329
Gujarat,2018,anand district,421409
Gujarat,2018,aravallis district,134843
Gujarat,2018,banas kantha district,576720
Gujarat,2018,bharuch district,617240
Gujarat,2018,bhavnagar district,518437
Gujarat,2018,botad district,146246
Gujarat,2018,chhotaudepur district,44257
Gujarat,2018,devbhumi dwarka district,95667
Gujarat,2018,dohad district,103825
Gujarat,2018,gandhinagar district,706990
Gujarat,2018,gir somnath district,172593
Gujarat,2018,jamnagar district,309690
Gujarat,2018,junagadh district,209726
Gujarat,2018,kachchh district,579959
Gujarat,2018,kheda district,287378
Gujarat,2018,mahesana district,574385
Gujarat,2018,mahisagar district,71105
Gujarat,2018,morbi district,187851
Gujarat,2018,narmada district,42911
Gujarat,2018,navsari district,219954
Gujarat,2018,panch mahals district,196802
Gujarat,2018,patan district,250449
Gujarat,2018,porbandar district,72832
Gujarat,2018,rajkot district,783856
Gujarat,2018,sabar kantha district,271513
Gujarat,2018,surat district,2949036
Gujarat,2018,surendranagar district,235242
Gujarat,2018,tapi district,90510
Gujarat,2018,the dangs district,14549
Gujarat,2018,vadodara district,1234472
Gujarat,2018,valsad district,496875
Gujarat,2019,ahmadabad district,6971248
Gujarat,2019,amreli district,387204
Gujarat,2019,anand district,854216
Gujarat,2019,aravallis district,276936
Gujarat,2019,banas kantha district,1151947
Gujarat,2019,bharuch district,1203597
Gujarat,2019,bhavnagar district,976139
Gujarat,2019,botad district,276724
Gujarat,2019,chhotaudepur district,102670
Gujarat,2019,devbhumi dwarka district,188616
Gujarat,2019,dohad district,226416
Gujarat,2019,gandhinagar district,1405904
Gujarat,2019,gir somnath district,337006
Gujarat,2019,jamnagar district,584981
Gujarat,2019,junagadh district,398688
Gujarat,2019,kachchh district,1093580
Gujarat,2019,kheda district,614314
Gujarat,2019,mahesana district,1093989
Gujarat,2019,mahisagar district,155218
Gujarat,2019,morbi district,384779
Gujarat,2019,narmada district,95785
Gujarat,2019,navsari district,447840
Gujarat,2019,panch mahals district,392737
Gujarat,2019,patan district,489974
Gujarat,2019,porbandar district,140030
Gujarat,2019,rajkot district,1460623
Gujarat,2019,sabar kantha district,527260
Gujarat,2019,surat district,5624871
Gujarat,2019,surendranagar district,467071
Gujarat,2019,tapi district,193779
Gujarat,2019,the dangs district,31739
Gujarat,2019,vadodara district,2413046
Gujarat,2019,valsad district,1011352
Gujarat,2020,ahmadabad district,9938306
Gujarat,2020,amreli district,609208
Gujarat,2020,anand district,1289603
Gujarat,2020,aravallis district,462510
Gujarat,2020,banas kantha district,1885931
Gujarat,2020,bharuch district,1778133
Gujarat,2020,bhavnagar district,1477191
Gujarat,2020,botad district,415437
Gujarat,2020,chhotaudepur district,186023
Gujarat,2020,devbhumi dwarka district,292625
Gujarat,2020,dohad district,435164
Gujarat,2020,gandhinagar district,2035873
Gujarat,2020,gir somnath district,527233
Gujarat,2020,jamnagar district,872856
Gujarat,2020,junagadh district,619015
Gujarat,2020,kachchh district,1623334
Gujarat,2020,kheda district,976068
Gujarat,2020,mahesana district,1632341
Gujarat,2020,mahisagar district,274087
Gujarat,2020,morbi district,638718
Gujarat,2020,narmada district,167389
Gujarat,2020,navsari district,697607
Gujarat,2020,panch mahals district,626453
Gujarat,2020,patan district,783879
Gujarat,2020,porbandar district,214412
Gujarat,2020,rajkot district,2193002
Gujarat,2020,sabar kantha district,829127
Gujarat,2020,surat district,8079541
Gujarat,2020,surendranagar district,745916
Gujarat,2020,tapi district,321049
Gujarat,2020,the dangs district,54449
Gujarat,2020,vadodara district,3476878
Gujarat,2020,valsad district,1566192
Gujarat,2021,ahmadabad district,13333683
Gujarat,2021,amreli district,852596
Gujarat,2021,anand district,1757951
Gujarat,2021,aravallis district,659612
Gujarat,2021,banas kantha district,2693414
Gujarat,2021,bharuch district,2451612
Gujarat,2021,bhavnagar district,2012463
Gujarat,2021,botad district,566451
Gujarat,2021,chhotaudepur district,277100
Gujarat,2021,devbhumi dwarka district,414027
Gujarat,2021,dohad district,651257
Gujarat,2021,gandhinagar district,2734766
Gujarat,2021,gir somnath district,734330
Gujarat,2021,jamnagar district,1196212
Gujarat,2021,junagadh district,863556
Gujarat,2021,kachchh district,2267569
Gujarat,2021,kheda district,1362935
Gujarat,2021,mahesana district,2233604
Gujarat,2021,mahisagar district,397565
Gujarat,2021,morbi district,925886
Gujarat,2021,narmada district,245615
Gujarat,2021,navsari district,966874
Gujarat,2021,panch mahals district,886827
Gujarat,2021,patan district,1106643
Gujarat,2021,porbandar district,301011
Gujarat,2021,rajkot district,3024598
Gujarat,2021,sabar kantha district,1160092
Gujarat,2021,surat district,10949391
